Año,Ciudad,Clave ciudad,Entidad,Indicador,Ejecución de contratos,Robo de vehículos,Competencia en servicios notariales,Tasa de homicidios,Monto reportado en robo de mercancías,Tierra ejidal,Percepción de inseguridad,Sobreexplotación de acuíferos,Consumo de agua,Capacidad de tratamiento de agua en operación,Índice de gestión de calidad del aire,Disposición adecuada de residuos sólidos ,Aprovechamiento del biogás en rellenos sanitarios,"Empresas certificadas como ""limpia""",Desastres naturales,Economía intensiva en energía,Emergencias ambientales,Espacios culturales,Empresa socialmente responsable,Visitas a museos INAH,Universidades de calidad,Rendimiento académico,Escuelas de calidad,Mortalidad por diabetes,Mortalidad infantil ,Médicos,Camas de hospital,Acceso a instituciones de salud,Crecimiento en acceso a servicios de salud,Crecimiento en población altamente calificada,Viviendas con drenaje (sólo conexión a red pública),Viviendas con piso de tierra,Viviendas deshabitadas,Personas por debajo de la línea de bienestar,Desigualdad en las ciudades,Mujeres en la fuerza laboral,Ingreso promedio de la mujer,Duración de período para ediles y delegados,Participación ciudadana,Competencia electoral,Organizaciones de la sociedad civil,Periodistas muertos o desaparecidos,Índice de información presupuestal,Ingresos propios,Apertura de un negocio,Registro de una propiedad,Muertes por infecciones intestinales,Empleados en el sector formal,Crecimiento en los empleados en el sector formal,Crecimiento de la mancha urbana,Densidad poblacional,Salario promedio mensual para trabajadores de tiempo completo,"Jornadas laborales muy largas 
(+48 horas semanales)",Crecimiento en jornadas laborales muy largas,Productividad media del trabajo,Población ocupada sin ingresos,Crecimiento de la población ocupada sin ingresos,Demandantes de conflicto laboral,Crédito a las empresas,Tamaño del mercado hipotecario,Cartera hipotecaria vencida,"Sectores que han presentado alto crecimiento
(2008-2012)",Crecimiento del PIB estatal,Crecimiento del salario promedio,Diversificación económica,Desempleo,Viviendas con líneas telefónicas móviles,Viviendas con computadora,Uso deTwitter como proxy de uso de tecnologías de información,Muertes por accidentes relacionados con transporte,Sistema de transporte masivo,Red carretera avanzada,Aerolíneas,Flujo de pasajeros aéreos,Líneas de autobús,Uso de servicios financieros,Acceso a servicios financieros,Consumo de diesel en transporte de bienes,Inversión extranjera directa (neta),Flujo de pasajeros del o hacia el extranjero,Oferta hotelera 4 y 5 estrellas,Ocupacion hotelera,Sitios UNESCO,Ciudad fronteriza o portuaria,Empresas,Grandes empresas según CNN Expansión,Empresas certificadas con ISO-9000 y 14000,Centros de investigación,Posgrados de calidad,Patentes,,Inversión,Grado de escolaridad efectiva,Absorción de la demanda estudiantil,Licenciados ocupados,Migrantes (nal y ext) con educación superior,Investigadores
2010,Saltillo,5,Coahuila,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Monclova-Frontera,6,Coahuila,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,La Laguna,4,Coahuila,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Piedras Negras,7,Coahuila,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tecomán,9,Colima,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Colima-Villa de Álvarez,8,Colima,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Manzanillo,60,Colima,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tuxtla Gutiérrez,10,Chiapas,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tapachula,61,Chiapas,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Chihuahua,12,Chihuahua,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Juárez,11,Chihuahua,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Valle de México,13,Distrito Federal,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Durango,62,Durango,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Celaya,63,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Guanajuato,64,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Irapuato,65,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,León,14,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,La Piedad-Pénjamo,26,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,San Francisco del Rincón,15,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Salamanca,66,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Moroléon-Uriangato,78,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Acapulco,16,Guerrero,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Chilpancingo,77,Guerrero,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tula,19,Hidalgo,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tulancingo,18,Hidalgo,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Pachuca,17,Hidalgo,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Guadalajara,20,Jalisco,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Ocotlán,22,Jalisco,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Puerto Vallarta,21,Jalisco,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Toluca,23,México,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Zamora-Jacona,25,Michoacán,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Morelia,24,Michoacán,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Uruapan,67,Michoacán,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Cuautla,28,Morelos,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Cuernavaca,27,Morelos,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tepic,29,Nayarit,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Monterrey,30,Nuevo León,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Oaxaca,31,Oaxaca,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tehuantepec-Salina Cruz,32,Oaxaca,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Puebla-Tlaxcala,33,Puebla,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tehuacán,34,Puebla,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Querétaro,35,Querétaro,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,San Juan del Río,68,Querétaro,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Cancún,36,Quintana Roo,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Chetumal ,76,Quintana Roo,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Rioverde-Ciudad Fernández,38,San Luis Potosí,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,San Luis Potosí-Soledad,37,San Luis Potosí,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Los Mochis,69,Sinaloa,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Culiacán,70,Sinaloa,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Mazatlán,71,Sinaloa,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Ciudad Obregon ,72,Sonora,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Guaymas,39,Sonora,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Hermosillo,73,Sonora,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Cárdenas,74,Tabasco,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Villahermosa,40,Tabasco,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tampico-Pánuco,41,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Matamoros,43,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Nuevo Laredo,44,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Reynosa-Río Bravo,42,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
